cod,diga,data,quota_autorizzata,volume_autorizzato,quota,volume,volume_utile
dig-01,Ã€ncipa,2025-04-25,950.00,30410000.00,947.77,25221817.59,23221817.59
dig-03,Castello,2025-04-25,292.65,19493500.00,284.00,9704000.00,6100769.00
dig-07,Fanaco,2025-04-25,677.50,20700000.00,662.92,5197991.00,4611674.00
dig-09,Garcia (M. Francese),2025-04-25,190.00,61000000.00,177.88,19712000.00,13712000.00
dig-17,Piana Degli Albanesi,2025-04-25,609.00,25000000.00,603.41,11556235.45,9556235.45
dig-12,Leone,2025-04-25,828.00,4150000.00,826.59,3415500.00,2165500.00
dig-18,Poma,2025-04-25,195.60,72300000.00,183.38,29795000.00,21420109.00
dig-20,Prizzi,2025-04-25,638.00,9250000.00,633.27,4330388.09,2830388.09
dig-21,Ragoleto,2025-04-25,326.00,17160198.00,317.10,9184338.00,5684050.00
dig-22,Rosamarina,2025-04-25,164.00,73034250.00,145.91,22834576.50,13842827.39
dig-25,Santa Rosalia,2025-04-25,378.05,21080000.00,371.66,13419370.52,8321961.52
dig-26,Scanzano,2025-04-25,517.00,7312775.00,516.94,7258312.40,6197271.10
